优先级,助手分层,是否需审核,桶,子类,API（助手显示名优先）,id,命名空间/类,方法,子方法,调用形态,文档availability(api.sqlite),助手availability,GP实测,UI实测,本次判定,运行时真名,运行时近似名,其它UI状态命中,助手标记未被官方lua使用,助手用法摘要,助手备注首条,助手人工验证,证据,建议动作
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetAi_Diplomacy():GetToolTip(),Q-PlayerGetAi_DiplomacyGetToolTip,Player,GetAi_Diplomacy,GetToolTip,Colon (Instance),Both,Both,nil/否,ERR/否,文档偏宽：双端均未见,,,,是,AI 判断此根对象未使用此函数,获取Ai_Diplomacy,,GP=nil/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetGovernors():GetIdentityPressure(),Q-PlayerGetGovernorsGetIdentityPressure,Player,GetGovernors,GetIdentityPressure,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 获取指定总督对所在城市的认同压力值,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetGovernors():GetNeutralizedTurns(),Q-PlayerGetGovernorsGetNeutralizedTurns,Player,GetGovernors,GetNeutralizedTurns,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 获取总督当前剩余的中立（被镇压）回合数,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetGovernors():GetType(),Q-PlayerGetGovernorsGetType,Player,GetGovernors,GetType,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,是,AI 判断此根对象未使用此函数,获取Governors,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetGovernors():HasPromotion(),Q-PlayerGetGovernorsHasPromotion,Player,GetGovernors,HasPromotion,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 查询指定总督是否已获得某个晋升,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetGovernors():IsEstablished(),Q-PlayerGetGovernorsIsEstablished,Player,GetGovernors,IsEstablished,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 判断指定总督是否已在城市中完全建立,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetGovernors():IsGovernCityState(),Q-PlayerGetGovernorsIsGovernCityState,Player,GetGovernors,IsGovernCityState,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 判断总督是否为城邦总督（Ambassador）类型,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetResources():GetResourceImportedPerTurn(),Q-PlayerGetResourcesGetResourceImportedPerTurn,Player,GetResources,GetResourceImportedPerTurn,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,获取Resources,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Player:GetTechs():HasBeenBoosted(),Q-PlayerGetTechsHasBeenBoosted,Player,GetTechs,HasBeenBoosted,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 查询指定科技是否已被提升（boosted）,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,PlayerVisibility:GetNumRevealedNexes(),Q-PlayerVisibilityGetNumRevealedNexes,PlayerVisibility,GetNumRevealedNexes,,Colon (Instance),Both,Both,nil/否,ERR/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,获取NumRevealedNexes,,GP=nil/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,UI.DataAssert(),A-UIDataAssert,UI,DataAssert,,Dot (Global),Both,Both,ERR/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 调试断言函数，检测到非法状态时输出错误信息,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,UI.ExitGame(),A-UIExitGame,UI,ExitGame,,Dot (Global),Both,Both,ERR/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 完全退出游戏，不返回主菜单,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,UI.GetWorldFromNormalizedScr(),Q-UIGetWorldFromNormalizedScr,UI,GetWorldFromNormalizedScr,,Dot (Global),Both,Both,ERR/否,nil/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,获取WorldFromNormalizedScr,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,UI.PostKeyMessage(),A-UIPostKeyMessage,UI,PostKeyMessage,,Dot (Global),Both,Both,ERR/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 向游戏发送模拟按键消息，用于触屏输入场景,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,UI.ZoomMap(),A-UIZoomMap,UI,ZoomMap,,Dot (Global),Both,Both,ERR/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 缩放地图视角，正值放大，负值缩小,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,UILens.SetLayerHexes(),Q-UILensSetLayerHexes,UILens,SetLayerHexes,,Dot (Global),Both,Both,ERR/否,nil/否,文档偏宽：双端均未见,,,,,,[作用] 在 UILens 上设置高亮层，显示指定单元格集合,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Unit:GetLifespan(),Q-UnitGetLifespan,Unit,GetLifespan,,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,获取Lifespan，返回 number,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Unit:GetRenown(),Q-UnitGetRenown,Unit,GetRenown,,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,获取Renown,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Unit:SetLifespan(),A-UnitSetLifespan,Unit,SetLifespan,,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,设置Lifespan，参数：amount,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档偏宽：双端均未见,Unit:SetRenown(),A-UnitSetRenown,Unit,SetRenown,,Colon (Instance),Both,Both,nil/否,nil/否,文档偏宽：双端均未见,,,,是,未在 lua 文件中找到此函数的使用,设置Renown,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():AppendValue(),A-UIGetGameParametersGetAppendValue,UI,GetGameParameters,GetAppendValue,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get,,,,[作用] 向 GameParameters 数据条目中追加一个值,,文档名拼接：去前缀候选 AppendValue 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():ContainsValue(),Q-UIGetGameParametersGetContainsValue,UI,GetGameParameters,GetContainsValue,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get,,是,未在 lua 文件中找到此函数的使用,获取GameParameters,,文档名拼接：去前缀候选 ContainsValue 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():GetAt(),Q-UIGetGameParametersGetGetAt,UI,GetGameParameters,GetGetAt,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get,,是,AI 判断此根对象未使用此函数,获取GameParameters,,文档名拼接：去前缀候选 GetAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():GetCount(),Q-UIGetGameParametersGetGetCount,UI,GetGameParameters,GetGetCount,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get,,,,[作用] 获取 GameParameters 中指定键下存储的值的数量,,文档名拼接：去前缀候选 GetCount 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():GetKeyAt(),Q-UIGetGameParametersGetGetKeyAt,UI,GetGameParameters,GetGetKeyAt,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get,,,,获取参数列表中指定索引处的键名，用于遍历参数组,,文档名拼接：去前缀候选 GetKeyAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():GetValueAt(),Q-UIGetGameParametersGetGetValueAt,UI,GetGameParameters,GetGetValueAt,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get GetValue,,,,[作用] 根据索引从参数值对象中获取存储的数据,,文档名拼接：去前缀候选 GetValueAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():GetValueIndex(),Q-UIGetGameParametersGetGetValueIndex,UI,GetGameParameters,GetGetValueIndex,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get GetValue,,是,未在 lua 文件中找到此函数的使用,获取GameParameters,,文档名拼接：去前缀候选 GetValueIndex 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():InsertValueAt(),A-UIGetGameParametersGetInsertValueAt,UI,GetGameParameters,GetInsertValueAt,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get,,是,未在 lua 文件中找到此函数的使用,获取GameParameters,,文档名拼接：去前缀候选 InsertValueAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():RemoveAt(),A-UIGetGameParametersGetRemoveAt,UI,GetGameParameters,GetRemoveAt,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get Remove,,,,[作用] 删除参数数据表中指定索引位置的元素,,文档名拼接：去前缀候选 RemoveAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档多写的子方法（父对象已实测枚举）,UI.GetGameParameters():Get():SetValueAt(),A-UIGetGameParametersGetSetValueAt,UI,GetGameParameters,GetSetValueAt,Colon (Instance),UI,UI,ERR/不可判,nil/否,文档存疑：UI 未见,,Get SetValue,,是,未在 lua 文件中找到此函数的使用,获取GameParameters,,文档名拼接：去前缀候选 SetValueAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,删除条目（父对象方法面已完整枚举）
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,IconManager:FindIconAtlasForType(),Q-IconManagerFindIconAtlasForType,IconManager,FindIconAtlasForType,,Colon (Instance),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,是,AI 判断此根对象未使用此函数,查找IconAtlasForType,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,IconManager:SetLeaderTooltip(),A-IconManagerSetLeaderTooltip,IconManager,SetLeaderTooltip,,Colon (Instance),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 设置文明图标的领导者 Tooltip，显示玩家领袖名称和文明信息,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,IconManager:UpdateIcon(),A-IconManagerUpdateIcon,IconManager,UpdateIcon,,Colon (Instance),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 更新领袖头像图标、文明图标、指示器和工具提示,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,IconManager:UpdateIconFromPlayerID(),A-IconManagerUpdateIconFromPlayerID,IconManager,UpdateIconFromPlayerID,,Colon (Instance),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 更新 CivilizationIcon 控件以显示指定玩家的文明图标,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,IconManager:UpdateIconSimple(),A-IconManagerUpdateIconSimple,IconManager,UpdateIconSimple,,Colon (Instance),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 更新领袖图标的显示，包括头像、你指示器、文明颜色和提示文本,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,Input.GetKey(),Q-InputGetKey,Input,GetKey,,Dot (Global),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 获取输入事件的虚拟键码,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,Input.GetMessageType(),Q-InputGetMessageType,Input,GetMessageType,,Dot (Global),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 获取输入结构体的消息类型（如按键按下/释放、鼠标事件等）,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,Input.SetCallback(),A-InputSetCallback,Input,SetCallback,,Dot (Global),UI,UI,ERR/否,nil/否,文档存疑：UI 未见,,,,,,[作用] 为 UI 控件的 Input 区域设置输入事件回调函数,,GP=ERR/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,PlayerVisibility:GetLayerValue(),Q-PlayerVisibilityGetLayerValue,PlayerVisibility,GetLayerValue,,Colon (Instance),UI,UI,nil/否,ERR/否,文档存疑：UI 未见,,,,,,"获取指定单元格在特定可见性层（如 TERRAIN, RESOURCES）的可见性值",,GP=nil/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P2,L1 助手已收录,是,C 运行时确无此名,文档存疑：UI 未见,PlayerVisibility:IsUnitVisible(),Q-PlayerVisibilityIsUnitVisible,PlayerVisibility,IsUnitVisible,,Colon (Instance),UI,UI,nil/否,ERR/否,文档存疑：UI 未见,,,,,,[作用] 判断指定单位在当前玩家的视野中是否可见,,GP=nil/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P3,L1 助手已收录,是,D 暂不可测,需 Fractal.Create(...) 参数化构造（世界生成期）,Fractal.Create():BuildRidges(),A-FractalCreateBuildRidges,Fractal,Create,BuildRidges,Colon (Instance),GamePlay,GamePlay,ERR/不可判,ERR/不可判,无法验证：需 Fractal.Create(...) 参数化构造（世界生成期）,,,,,,[作用] 在分形对象中构建山脊线，用于模拟板块边界、粗糙化海岸线和形成内陆海,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
